Date,Camera,White,WhiteFactor,White3,Snow,color,age,sex,den ,area,Whiteness
10/6/16,gr-r/y-p,100,7,100,0,white,adult,female,T-8,vindelfjallen,100
10/7/16,gr-r/y-p,100,7,100,0,white,adult,female,T-8,vindelfjallen,100
10/15/16,gr-r/y-p,100,7,100,0,white,adult,female,T-8,vindelfjallen,100
5/6/16,Ek2,100,7,100,80,white,,,ekorrd_rren,helags,100
5/27/16,Ek2,100,7,100,0,white,,,ekorrd_rren,helags,100
10/22/16,Ek2,100,7,100,0,white,adult,,ekorrd_rren,helags,100
11/16/16,Ek2,100,7,100,95,white,adult,,ekorrd_rren,helags,100
5/11/16,b-y/gr-o,100,7,100,40,white,cub,female,T-8,vindelfjallen,100
5/12/16,b-y/gr-o,100,7,100,100,white,cub,female,T-8,vindelfjallen,100
5/16/16,b-y/gr-o,100,7,100,40,white,cub,female,T-8,vindelfjallen,100
5/18/16,b-y/gr-o,100,7,100,40,white,cub,female,T-8,vindelfjallen,100
5/20/16,b-y/gr-o,100,7,100,90,white,cub,female,T-8,vindelfjallen,100
5/28/16,b-y/gr-o,100,7,100,20,white,cub,female,T-8,vindelfjallen,100
5/29/16,b-y/gr-o,100,7,100,15,white,cub,female,T-8,vindelfjallen,100
5/31/16,b-y/gr-o,100,7,100,10,white,cub,female,T-8,vindelfjallen,100
6/1/16,b-y/gr-o,100,7,100,5,white,cub,female,T-8,vindelfjallen,100
6/2/16,b-y/gr-o,100,7,100,5,white,cub,female,T-8,vindelfjallen,100
6/5/16,b-y/gr-o,100,7,100,0,white,cub,female,T-8,vindelfjallen,100
6/6/16,b-y/gr-o,100,7,100,0,white,cub,female,T-8,vindelfjallen,100
5/4/16,b-s/r-s,100,7,100,95,white,adult,male,R-5,vindelfjallen,100
5/25/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/26/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/27/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/29/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/30/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
5/31/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
6/5/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
6/6/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
10/13/16,b-s/r-s,100,7,100,0,white,adult,male,R-5,vindelfjallen,100
11/23/15,b-r/p-b,100,7,100,50,white,adult,male,A-16,vindelfjallen,100
5/1/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/2/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/3/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/4/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/5/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/6/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/7/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/8/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/10/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/12/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/13/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/14/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/16/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
5/17/16,a6white2,100,7,100,100,white,,,A-6,vindelfjallen,100
4/30/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/2/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/3/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/4/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/5/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/6/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/10/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/11/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/12/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/13/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
5/14/16,a6white1,100,7,100,100,white,,,A-6,vindelfjallen,100
10/15/16,a6white1,100,7,100,0,white,adult,,A-6,vindelfjallen,100
10/19/16,a6white1,100,7,100,90,white,adult,,A-6,vindelfjallen,100
4/30/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/4/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/6/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/7/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/8/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/9/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/10/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/11/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/12/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/15/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/16/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
5/17/16,a6blue1,100,7,100,100,blue,,,A-6,vindelfjallen,0
10/5/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/8/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/10/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/12/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/14/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/15/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/16/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/17/16,a6blue1,100,7,100,0,blue,adult,,A-6,vindelfjallen,0
10/27/15,a16white1,100,7,100,95,white,adult,,A-16,vindelfjallen,100
10/29/15,a16white1,100,7,100,100,white,adult,,A-16,vindelfjallen,100
11/28/15,a16white1,100,7,100,95,white,adult,,A-16,vindelfjallen,100
10/27/15,a16blue1,100,7,100,95,blue,adult,,A-16,vindelfjallen,0
11/24/15,a16blue1,100,7,100,100,blue,adult,,A-16,vindelfjallen,0
4/30/16,a16blue1,100,7,100,95,blue,,,A-16,vindelfjallen,0
5/2/16,a16blue1,100,7,100,90,blue,,,A-16,vindelfjallen,0
5/6/16,a16blue1,100,7,100,30,blue,,,A-16,vindelfjallen,0
5/16/16,a16blue1,100,7,100,10,blue,,,A-16,vindelfjallen,0
10/8/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/9/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/10/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/11/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/12/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
10/13/16,a16blue1,100,7,100,0,blue,adult,,A-16,vindelfjallen,0
11/19/16,a16blue1,100,7,100,100,blue,adult,,A-16,vindelfjallen,0
11/23/16,a16blue1,100,7,100,100,blue,adult,,A-16,vindelfjallen,0
5/18/16,/p-y,100,7,100,40,white,adult,,T-8,vindelfjallen,100
5/19/16,/p-y,100,7,100,35,white,adult,,T-8,vindelfjallen,100
5/20/16,/p-y,100,7,100,90,white,adult,,T-8,vindelfjallen,100
5/21/16,/p-y,100,7,100,35,white,adult,,T-8,vindelfjallen,100
5/22/16,/p-y,100,7,100,30,white,adult,,T-8,vindelfjallen,100
5/24/16,/p-y,100,7,100,25,white,adult,,T-8,vindelfjallen,100
5/25/16,/p-y,100,7,100,20,white,adult,,T-8,vindelfjallen,100
5/26/16,/p-y,100,7,100,20,white,adult,,T-8,vindelfjallen,100
5/27/16,/p-y,100,7,100,20,white,adult,,T-8,vindelfjallen,100
5/31/16,/p-y,100,7,100,10,white,adult,,T-8,vindelfjallen,100
10/3/16,/p-y,100,7,100,5,white,adult,,T-8,vindelfjallen,100
10/5/16,/p-y,100,7,100,0,white,adult,,T-8,vindelfjallen,100
10/7/16,/p-y,100,7,100,0,white,adult,,T-8,vindelfjallen,100
10/10/16,/p-y,100,7,100,0,white,adult,,T-8,vindelfjallen,100
